[1696796457.8775] Target device IP address: 10.12.6.5
[1696796457.8776] Target device NTCIP port: 501
[1696796457.8776] Verifying the network connection with the target SNMP device...
[1696796457.8776] PING test begins
[1696796457.8819] PING test successful
[1696796457.8819] Successfully verified the network connection with the target SNMP device
[1696796457.8835] Ready to forward SNMP GET/SET requests
[1696796473.6956] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.3.3.0; Value=2
[1696798559.9152] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798559.9184] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=32
[1696798560.8733] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.4.1.8.1; Value=253
[1696798560.8754] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.4.1.9.1; Value=0
[1696798560.9009] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=32
[1696798560.9030] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.2.1; Value=0
[1696798560.9047] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.3.1; Value=0
[1696798560.9062] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=0
[1696798560.9079] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.7.1; Value=0
[1696798560.9095] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=0
[1696798560.9150] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798560.9167] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=1
[1696798560.9183] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=32
[1696798561.9153] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798561.9170] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=1
[1696798561.9186] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=32
[1696798562.9155] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798562.9172] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=1
[1696798562.9189] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=32
[1696798563.9116] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=0
[1696798563.9151] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798563.9183] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=32
[1696798564.9153] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798564.9184] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=32
[1696798564.9727] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.4.1.8.1; Value=253
[1696798564.9747] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.4.1.9.1; Value=0
[1696798565.0003] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=32
[1696798565.0024] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.2.1; Value=0
[1696798565.0041] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.3.1; Value=0
[1696798565.0058] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=0
[1696798565.0074] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.7.1; Value=0
[1696798565.0091] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=0
[1696798565.0141] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798565.0158] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=1
[1696798565.0174] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=32
[1696798566.0147] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798566.0164] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=1
[1696798566.0180] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=32
[1696798567.0147] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798567.0164] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=1
[1696798567.0180] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=32
[1696798568.0105] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=0
[1696798568.0146] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798568.0173] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=32
[1696798569.0147] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798569.0175] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=32
[1696798569.0733] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.4.1.8.1; Value=253
[1696798569.0753] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.4.1.9.1; Value=0
[1696798569.1009] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=32
[1696798569.1030] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.2.1; Value=0
[1696798569.1046] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.3.1; Value=0
[1696798569.1062] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=0
[1696798569.1078] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.7.1; Value=0
[1696798569.1095] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=0
[1696798569.1150] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798569.1167] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=1
[1696798569.1183] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=32
[1696798570.1152] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798570.1168] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=1
[1696798570.1185] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=32
[1696798571.1154] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798571.1171] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=1
[1696798571.1187] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=32
[1696798572.1117] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=0
[1696798572.1152] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798572.1183] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=32
[1696798573.1154] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798573.1183] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=32
[1696798573.1731] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.4.1.8.1; Value=253
[1696798573.1751] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.4.1.9.1; Value=0
[1696798573.2005] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=32
[1696798573.2026] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.2.1; Value=0
[1696798573.2043] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.3.1; Value=0
[1696798573.2059] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=0
[1696798573.2075] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.7.1; Value=0
[1696798573.2091] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=0
[1696798573.2142] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798573.2159] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=1
[1696798573.2175] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=32
[1696798574.2146] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798574.2164] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=1
[1696798574.2180] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=32
[1696798575.2147] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798575.2165] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=1
[1696798575.2181] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=32
[1696798576.2108] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=0
[1696798576.2146] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798576.2176] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=32
[1696798577.2146] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798577.2176] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=32
[1696798577.2748] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.4.1.8.1; Value=253
[1696798577.2769] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.4.1.9.1; Value=0
[1696798577.3030] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=32
[1696798577.3051] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.2.1; Value=0
[1696798577.3068] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.3.1; Value=0
[1696798577.3084] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=0
[1696798577.3101] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.7.1; Value=0
[1696798577.3117] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=0
[1696798577.3172] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798577.3188] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=1
[1696798577.3205] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=32
[1696798578.3176] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798578.3192] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=1
[1696798578.3209] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=32
[1696798579.3174] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798579.3191] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=1
[1696798579.3207] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=32
[1696798580.3137] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=0
[1696798580.3171] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798580.3202] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=32
[1696798581.2748] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.4.1.8.1; Value=253
[1696798581.2768] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.4.1.9.1; Value=0
[1696798581.3173] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798581.3204] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=32
[1696798582.3108] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=34
[1696798582.3170] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798582.3202] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=34
[1696798583.3109] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=34
[1696798583.3172] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798583.3201] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=34
[1696798584.3109] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=34
[1696798584.3172] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798584.3203] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=34
[1696798585.3106] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=34
[1696798585.3170] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798585.3203] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=34
[1696798585.4064] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.4.1.8.1; Value=253
[1696798585.4085] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.4.1.9.1; Value=0
[1696798586.3108] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=34
[1696798586.3170] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=32
[1696798586.3202] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=34
[1696798587.3108] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=34
[1696798587.3133] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=0
[1696798587.3202] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=34
[1696798588.3108] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=34
[1696798588.3205] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=34
[1696798589.3107] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=34
[1696798589.3203] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=34
[1696798589.4742] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.4.1.8.1; Value=253
[1696798589.4763] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.4.1.9.1; Value=0
[1696798590.3107] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=34
[1696798590.3203] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=34
[1696798591.3107] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=34
[1696798591.3204] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=34
[1696798592.3079] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=34
[1696798592.3107] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=34
[1696798592.3155] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=0
[1696798593.3081] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=34
[1696798593.4072] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=0
[1696798593.4088] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.7.1; Value=0
[1696798593.4105] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=0
[1696798593.4121] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=0
[1696798593.4138] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.2.1; Value=0
[1696798593.4154] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.3.1; Value=0
[1696798610.2765] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.4.1.8.1; Value=253
[1696798610.2787] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.4.1.9.1; Value=0
[1696798610.3044] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=0
[1696798610.3061] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.2.1; Value=0
[1696798610.3077] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.3.1; Value=0
[1696798610.3093] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=0
[1696798610.3108] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.7.1; Value=0
[1696798610.3124] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=0
[1696798610.3160] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=8
[1696798610.3176] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=68
[1696798611.3162] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=8
[1696798611.3180] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=68
[1696798612.3163] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=8
[1696798612.3180] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=68
[1696798613.3118] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=0
[1696798613.3164] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=8
[1696798614.2766] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.4.1.11.1; Value=136
[1696798614.3058] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=0
[1696798614.3074] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.2.1; Value=0
[1696798614.3091] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.3.1; Value=0
[1696798614.3107] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=0
[1696798614.3124] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.7.1; Value=0
[1696798614.3139] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=0
[1696798614.3219] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=8
[1696798615.3179] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=8
[1696798615.5124] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=136
[1696798616.3178] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=8
[1696798616.5124] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=136
[1696798617.3179] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=8
[1696798617.5125] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=136
[1696798618.3181] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=8
[1696798618.4083] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.4.1.8.1; Value=253
[1696798618.4105] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.4.1.9.1; Value=0
[1696798618.4373] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=136
[1696798618.4392] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=136
[1696798618.4412] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.2.1; Value=0
[1696798618.4428] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.3.1; Value=0
[1696798618.4445] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=0
[1696798618.4461] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.7.1; Value=0
[1696798618.4478] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=0
[1696798618.4527] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=8
[1696798618.4563] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=136
[1696798619.4534] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=8
[1696798619.4562] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=136
[1696798620.4533] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=8
[1696798620.4563] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=136
[1696798621.4535] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=8
[1696798621.4564] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=136
[1696798622.4533] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=8
[1696798622.4563] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=136
[1696798622.4765] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.4.1.8.1; Value=253
[1696798622.4786] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.4.1.9.1; Value=0
[1696798622.5045] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=136
[1696798622.5064] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=136
[1696798622.5086] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.2.1; Value=0
[1696798622.5103] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.3.1; Value=0
[1696798622.5119] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=0
[1696798622.5136] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.7.1; Value=0
[1696798622.5153] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=0
[1696798622.5201] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=8
[1696798622.5230] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=136
[1696798623.5205] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=8
[1696798623.5233] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=136
[1696798624.5204] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=8
[1696798624.5234] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=136
[1696798625.5205] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=8
[1696798625.5233] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=136
[1696798626.5206] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=8
[1696798626.5233] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=136
[1696798626.5758] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.4.1.8.1; Value=253
[1696798626.5779] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.4.1.9.1; Value=0
[1696798626.6040] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=136
[1696798626.6060] SUCCESS in GET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=136
[1696798626.6080] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.2.1; Value=0
[1696798626.6097] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.3.1; Value=0
[1696798626.6112] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=0
[1696798626.6129] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.7.1; Value=0
[1696798626.6144] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.5.1; Value=0
[1696798626.6199] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=8
[1696798626.6228] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=136
[1696798627.6201] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=8
[1696798627.6232] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.4.1; Value=136
[1696798628.6201] SUCCESS in SET for OID:1.3.6.1.4.1.1206.4.2.1.1.5.1.6.1; Value=8
